word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
4-H,,,"abbr. head, heart, hands, and health 思维、心灵、手脚、身体四健的",,,,,0,0,,,
4-hitter,,,[网络] 4击球员,,,,,0,0,,,
4-membered,,,[网络] 4元,,,,,0,0,,,
40,,n the cardinal number that is the product of ten and four\ns being ten more than thirty, forty,,,,,0,0,,,
400,,s being one hundred more than three hundred,four hundred,,,,,0,0,,,
41,,s being one more than forty, forty-one,,,,,0,0,,,
411,,,four hundred and eleven,,,,,0,0,,,
42,,s being two more than forty, forty-two,,,,,0,0,,,
43,,s being three more than forty,num. forty-three,,,,,0,0,,,
44,,s being four more than forty, forty-four,,,,,0,0,,,
44th,,,[网络] 第44号,,,,,0,0,,,
45,,s being five more than forty, forty-five; [电影]魔鬼交锋.45,,,,,0,0,,,
45th,,,[网络] 第45号,,,,,0,0,,,
46,,s being six more than forty, forty-six,,,,,0,0,,,
46th,,,[网络] 第46号,,,,,0,0,,,
47,,s being seven more than forty, forty-seven,,,,,0,0,,,
47th,,,[网络] 第47号,,,,,0,0,,,
48,,s being eight more than forty, forty-eight,,,,,0,0,,,
48th,,,[网络] 第48号,,,,,0,0,,,
49,,s being nine more than forty, forty-nine,,,,,0,0,,,
49th,,,[网络] 第49号,,,,,0,0,,,
4th,,s coming next after the third and just before the fifth in position or time or degree or magnitude, 第四(fourth),,,,,0,0,,,
4to,,,[网络] 四开,,,,,0,0,,,
4WD,,n. a motor vehicle with a four-wheel drive transmission system\nn. a transmission that provides power directly to all four wheels of a motor vehicle,abbr. 四轮驱动（4 wheel drive）,,,,,0,0,,,
5,,n the cardinal number that is the sum of four and one\ns being one more than four, five,,,,,0,0,,,
5-hitter,,,[网络] 5击球员,,,,,0,0,,,
5-HT,,,5-羟色胺（5-hydroxytryptamine）,,,,,0,0,,,
5-hydroxytryptamine,,, [医]血清素，血清紧张素，5-羟基色胺,,,,,0,0,,,
5-membered,,,[网络] 5元,,,,,0,0,,,
50,,n the cardinal number that is the product of ten and five\ns being ten more than forty, fifty,,,,,0,0,,,
500,,n the cardinal number that is the product of one hundred and five\ns denoting a quantity consisting of 500 items or units,five hundred,,,,,0,0,,,
51,,s being one more than fifty, fifty-one,,,,,0,0,,,
52,,s being two more than fifty, fifty-two,,,,,0,0,,,
53,,s being three more than fifty, fifty-three,,,,,0,0,,,
54,,s being four more than fifty, fifty-four,,,,,0,0,,,
55,,s being five more than fifty, fifty-five,,,,,0,0,,,
55th,,,[网络] 第55,,,,,0,0,,,
56,,s being six more than fifty, fifty-six,,,,,0,0,,,
57,,s being seven more than fifty, fifty-seven,,,,,0,0,,,
58,,s being eight more than fifty, （网络聊天数字用语）晚安。,,,,,0,0,,,
59,,s being nine more than fifty, fifty-nine,,,,,0,0,,,
5th,,s coming next after the fourth and just before the sixth in position,n. 第五（fifth）,,,,,0,0,,,
6,,n the cardinal number that is the sum of five and one\ns denoting a quantity consisting of six items or units,num. six,,,,,0,0,,,
6-membered,,,[网络] 6元,,,,,0,0,,,
60,,n the cardinal number that is the product of ten and six\ns being ten more than fifty, sixty,,,,,0,0,,,
606,,, [医]arsenobenzene,,,,,0,0,,,
61,,s being one more than sixty, sixty-one,,,,,0,0,,,
62,,s being two more than sixty, sixty-two,,,,,0,0,,,
63,,s being three more than sixty,n. [热血江湖]柳善。,,,,,0,0,,,
64,,s being four more than sixty, sixty-four,,,,,0,0,,,
64th,,,[网络] 第64,,,,,0,0,,,
65,,s being five more than sixty, sixty-five,,,,,0,0,,,
65th,,,[网络] 第65,,,,,0,0,,,
66,,s being six more than sixty, sixty-six,,,,,0,0,,,
67,,s being seven more than sixty, sixty-seven,,,,,0,0,,,
68,,s being eight more than sixty, sixty-eight,,,,,0,0,,,
69,,s being nine more than sixty, sixty-nine,,,,,0,0,,,
6th,,s coming next after the fifth and just before the seventh in position, 第六(sixth),,,,,0,0,,,
7,,n the cardinal number that is the sum of six and one\ns being one more than six,num. seven,,,,,0,0,,,
7-Eleven,,,n. 七十一便利店（美国连锁便利店）,,,,,0,0,,,
7-membered,,,[网络] 7元,,,,,0,0,,,
70,,n the cardinal number that is the product of ten and seven\ns being ten more than sixty, seventy,,,,,0,0,,,
71,,s being one more than seventy, seventy-one,,,,,0,0,,,
72,,s being two more than seventy, seventy-two,,,,,0,0,,,
73,,s being three more than seventy, seventy-three,,,,,0,0,,,
737,,,seven hundred and thirty-seven,,,,,0,0,,,
74,,s being four more than seventy, seventy-four,,,,,0,0,,,
747,,,seven hundred and forty-seven,,,,,0,0,,,
75,,s being five more than seventy, seventy-five,,,,,0,0,,,
75th,,,[网络] 第75号,,,,,0,0,,,
76,,s being six more than seventy, seventy-six,,,,,0,0,,,
77,,s being seven more than seventy,n. [梦幻西游]导标旗。,,,,,0,0,,,
78,,n the cardinal number that is the sum of seventy and eight\nn a shellac based phonograph record that played at 78 revolutions per minute\ns being eight more than seventy, seventy-eight,,,,,0,0,,,
79,,s being nine more than seventy, seventy-nine,,,,,0,0,,,
7th,,,[网络] 七；第七；第七名,,,,,0,0,,,
8,,n the cardinal number that is the sum of seven and one\ns being one more than seven, eight,,,,,0,0,,,
8-membered,,,[网络] 8元,,,,,0,0,,,
80,,n the cardinal number that is the product of ten and eight\ns being ten more than seventy, eighty,,,,,0,0,,,
800 number,,,【电信学】受话人付费业务(指前3位数字为800的电话号码),,,,,0,0,,,
800-pound gorilla,,,因强大而无需顾忌其他的人或物,,,,,0,0,,,
81,,s being one more than eighty, eighty-one,,,,,0,0,,,
82,,s being two more than eighty, eighty-two,,,,,0,0,,,
83,,s being three more than eighty, eighty-three,,,,,0,0,,,
84,,s being four more than eighty, eighty-four,,,,,0,0,,,
85,,s being five more than eighty, eighty-five,,,,,0,0,,,
85th,,,[网络] 第85号,,,,,0,0,,,
86,,s being six more than eighty, eighty-six,,,,,0,0,,,
87,,s being seven more than eighty, eighty-seven,,,,,0,0,,,
88,,s being eight more than eighty, （网络聊天数字用语）Bye Bye.,,,,,0,0,,,
89,,s being nine more than eighty, eighty-nine,,,,,0,0,,,
8s,,,8,,,,,0,0,,,
8th,,,[网络] 八；第八名；第八届,,,,,0,0,,,
8vo,eɪtvəʊ,, 八开,,,,,0,0,,,
9,,n the cardinal number that is the sum of eight and one\ns denoting a quantity consisting of one more than eight and one less than ten, nine,,,,,0,0,,,
9-membered,,,[网络] 9元,,,,,0,0,,,
90,,n the cardinal number that is the product of ten and nine\ns being ten more than eighty, ninety,,,,,0,0,,,
91,,s being one more than ninety, ninety-one,,,,,0,0,,,
92,,s being two more than ninety, ninety-two,,,,,0,0,,,
93,,s being three more than ninety, ninety-three,,,,,0,0,,,
94,,s being four more than ninety, （网络聊天数字用语）就是,,,,,0,0,,,
95,,s being five more than ninety, （网络聊天数字用语）救我。,,,,,0,0,,,
95th,,,[网络] 第95号,,,,,0,0,,,
96,,s being six more than ninety, ninety-six,,,,,0,0,,,
97,,s being seven more than ninety, ninety-seven,,,,,0,0,,,
98,,s being eight more than ninety, ninety-eight,,,,,0,0,,,
99,,s being nine more than ninety, ninety-nine,,,,,0,0,,,
999,,,nine hundred and ninety-nine,,,,,0,0,,,
9th,,,[网络] 第九届；第九任；九日,,,,,0,0,,,
a,ei,n. the 1st letter of the Roman alphabet\nn. the blood group whose red cells carry the A antigen,"第一个字母 A; 一个; 第一的\r\nart. [计] 累加器, 加法器, 地址, 振幅, 模拟, 区域, 面积, 汇编, 组件, 异步",,5,1,zk gk,5,5,,"""""",
a amount of,ə əˈmaunt ɔv,, 大量的,,,,,0,0,,,
A and B agglutinogens,,,[医] A和B凝集原,,,,,0,0,,,
A AND NOT B gate,,,[计] 禁止门,,,,,0,0,,,
A as well as B,,,不仅有(乙)而且有(甲),,,,,0,0,,,
A B. S. pill,,,"[医] ABS丸, 芦荟素颠茄士的宁丸",,,,,0,0,,,
a babe in arms,,,涉世未深的人,,,,,0,0,,,
a baby grand,,,小型平台钢琴,,,,,0,0,,,
a back answer,,,顶嘴,,,,,0,0,,,
a back issue,,,过期期刊,,,,,0,0,,,
a back number,,,"过期的刊物, 过时的人",,,,,0,0,,,
a bad actor,,,"坏蛋, 危险分子",,,,,0,0,,,
a bad egg,,,坏蛋,,,,,0,0,,,
a bad fairy,,,害人的精灵;妖精,,,,,0,0,,,
a bad hat,,,坏蛋,,,,,0,0,,,
a bad job,,,白费力的事,,,,,0,0,,,
a bad life,,,"不道德的生活, 活不到平均寿命的人",,,,,0,0,,,
a bad lot,,,一个坏蛋,,,,,0,0,,,
a bad penny,,,"不受欢迎的人,讨厌的家伙",,,,,0,0,,,
a bad policy,,,"不明智的政策,下策",,,,,0,0,,,
a bad shot,,,"不准的射击, 猜错, 错误, 失策",,,,,0,0,,,
a bad trip,,,"令人烦闷的经历,可怕的经历",,,,,0,0,,,
a bad word,,,猥亵话,,,,,0,0,,,
a bag of bones,,,骨瘦如柴的人,,,,,0,0,,,
a bag of wind,,,夸夸其谈的人,,,,,0,0,,,
a baker's dozen,,,十三,,,,,0,0,,,
a ball bearing,,,滚珠轴承,,,,,0,0,,,
a ball of fortune,,,受命运摆布的人,,,,,0,0,,,
a ball of strings,,,一团细绳子,,,,,0,0,,,
a band of,,,"一群,一伙,一队…",,,,,0,0,,,
a bank of,,,"一堆,一层…",,,,,0,0,,,
a bank president,,,银行行长,,,,,0,0,,,
a bankable actor,,,可以充当,,,,,0,0,,,
a banquet given in honor of,,,为欢迎某人而举行的宴会,,,,,0,0,,,
a bar of,,,"一条,一块…",,,,,0,0,,,
a barber's cat,,,面露饥色的人,,,,,0,0,,,
a bare possibility,,,万一的事情,,,,,0,0,,,
a barrage of,,,"接二连三的,连珠砲似的…",,,,,0,0,,,
a barrel of,,,"一桶,许多,大量",,,,,0,0,,,
a barrel of fun,,,十分有趣,,,,,0,0,,,
a barrel of money,,,一大笔钱,,,,,0,0,,,
a bas,ɑ:'bɑ:,,打倒,,,,,0,0,,,
a base area,,,根据地,,,,,0,0,,,
a basket of currencies,,,[经] 笼统货币,,,,,0,0,,,
a basket ring,,,篮圈,,,,,0,0,,,
a batch of news,,,一组新闻,,,,,0,0,,,
a battalion of,,,一大队,,,,,0,0,,,
a battery,,,[电] A电池组,,,,,0,0,,,
a battery of,,,"一连串的,一系列的…",,,,,0,0,,,
a beam of hope,,,一线希望,,,,,0,0,,,
a beam of light,,,一束光线,,,,,0,0,,,
a beast of a day,,,天气恶劣的日子,,,,,0,0,,,
a beaten path,,,"踏出的路, 常规, 惯例",,,,,0,0,,,
a beaten track,,,"踏出的路, 常规, 惯例",,,,,0,0,,,
a beauty doctor,,,美容师,,,,,0,0,,,
a bed of down,,,安乐窝,,,,,0,0,,,
a bed of flowers,,,安乐窝,,,,,0,0,,,
a bed of honor,,,阵亡者的墓,,,,,0,0,,,
a bed of rose,,,愉快的处境,,,,,0,0,,,
a bed of roses,,,称心如意的境遇,,,,,0,0,,,
a bee in one's bonnet,,,奇怪而固执的想法,,,,,0,0,,,
a beer belly,,,"大腹,大肚子",,,,,0,0,,,
a bench board,,,台示配电板;控制盘,,,,,0,0,,,
a besetting sin,,,易犯的恶习,,,,,0,0,,,
a best man,,,男傧相,,,,,0,0,,,
a bidden guest,,,应邀来客,,,,,0,0,,,
a big audience,,,众多的观众,,,,,0,0,,,
a big bite of,,,一大口…;很大一部分的…,,,,,0,0,,,
a big deal,,,要人,,,,,0,0,,,
a big dog,,,"大人物,要人,头头,保镖",,,,,0,0,,,
a big haul,,,一网捕获的许多鱼;一大笔收获,,,,,0,0,,,
a big letdown,,,大失所望的事,,,,,0,0,,,
a big noise,,,"要人,大人物 , 耸人听闻的声明",,,,,0,0,,,
a big number,,,"要人,大亨",,,,,0,0,,,
a big pot,,,大人物,,,,,0,0,,,
a big share of,,,很大的一部分,,,,,0,0,,,
a big shot,,,"大人物, 大亨",,,,,0,0,,,
a big stick policy,,,大棒政策,,,,,0,0,,,
a big wheel,,,重要人物,,,,,0,0,,,
A bile,,,[医] 总胆管胆汁,,,,,0,0,,,
a bill of health,,,健康证明书,,,,,0,0,,,
a Bill of Oblivion,,,大赦令,,,,,0,0,,,
a bill to bearer,,,不记名票据,,,,,0,0,,,
a bill to order,,,记名票据,,,,,0,0,,,
a bird dog,,,"捕鸟猎犬;挖掘人才者;战斗机,截击机",,,,,0,0,,,
a bird in eclipse,,,交配期之后正在脱毛的鸟,,,,,0,0,,,
a bird in the bush,,,未到手的东西,,,,,0,0,,,
a bird in the hand,,,已到手的东西,,,,,0,0,,,
a bird of ill omen,,,凶鸟,,,,,0,0,,,
a bird of Jove,,,鹰,,,,,0,0,,,
a bird of Juno,,,孔雀,,,,,0,0,,,
a bird of paradise,,,"极乐鸟, 风鸟",,,,,0,0,,,
a bird of passage,,,候鸟,,,,,0,0,,,
a bird of peace,,,鸽,,,,,0,0,,,
a bird of prey,,,"食肉鸟,勐禽",,,,,0,0,,,
a bird of wonder,,,凤凰,,,,,0,0,,,
a bit,,,一点儿；有一点儿,,,1,,0,0,,,
a bit and a sup,,,少量的饮食物,,,,,0,0,,,
a bit at a time,,,"一点一点地, 渐渐地",,,,,0,0,,,
a bit of,,,一点,,,,,0,0,,,
a bit of a,,,有点…的味道,,,,,0,0,,,
a bit of a...,,,一点儿...的味道,,,,,0,0,,,
a bit of jam,,,"意中人,情人",,,,,0,0,,,
a bit of skirt,,,"女人,姑娘,少女",,,,,0,0,,,
a bit of...,,,一点...,,,,,0,0,,,
a bit thick,,,过分,,,,,0,0,,,
a black list,,,黑名单,,,,,0,0,,,
a black sheep,,,"败家子, 败类, 害群之马",,,,,0,0,,,
a blade of,,,一片,,,,,0,0,,,
a blank check,,,空白支票;毫无限制,,,,,0,0,,,
a blank cheque,,,空白支票,,,,,0,0,,,
a blank sheet,,,"一张白纸, 纯洁的心灵",,,,,0,0,,,
a blanket of,,,厚厚的一层…,,,,,0,0,,,
a blanket of smoke,,,烟幕,,,,,0,0,,,
a blast of wind,,,一阵风,,,,,0,0,,,
a blast on the horn,,,一声号角,,,,,0,0,,,
a blessing in disguise,,,因祸得福;塞翁失马,,,,,0,0,,,
a blind alley,,,死胡同,,,,,0,0,,,
a blind lead,,,"死胡同,绝路",,,,,0,0,,,
a blind letter,,,死信,,,,,0,0,,,
a blood bank,,,血库,,,,,0,0,,,
a blot on one's escutcheon,,,名誉上的污点,,,,,0,0,,,
a blotting pad,,,吸墨器,,,,,0,0,,,
a blue dahlia,,,不可能有的东西,,,,,0,0,,,
a blue joke,,,"粗俗下流的笑话,猥亵的笑话",,,,,0,0,,,
a blue moon,,,不可能的事,,,,,0,0,,,
a blue movie,,,色情电影,,,,,0,0,,,
a body blow,,,"沉重的打击,惨败",,,,,0,0,,,
a body of police,,,一群警察,,,,,0,0,,,
a body of...,,,大量的...,,,,,0,0,,,
a boiled shirt,,,浆过的衬衫,,,,,0,0,,,
a bolt from the blue,,,"晴天霹雳, 意外事件",,,,,0,0,,,
a bone of contention,,,争论的原因,,,,,0,0,,,
a bonny bird,,,"快乐鸟,乐天派,寻欢作乐者",,,,,0,0,,,
a book dedication,,,书籍的题辞,,,,,0,0,,,
a book fair,,,"书市,图书博览会",,,,,0,0,,,
a book of matches,,,"一包火柴,一打火柴",,,,,0,0,,,
a book of prayers,,,"祈祷书,经书",,,,,0,0,,,
a book stand,,,书摊,,,,,0,0,,,
a bottle of pop,,,一瓶汽水,,,,,0,0,,,
a bouquet of,,,一束,,,,,0,0,,,
a bout of illness,,,一场病,,,,,0,0,,,
a bout of work,,,一阵子工作,,,,,0,0,,,
a bout with the enemy,,,与敌人交锋,,,,,0,0,,,
a bowing acquaintance,,,点头之交;泛泛之交,,,,,0,0,,,
a box and needle,,,罗盘,,,,,0,0,,,
a box of matches,,,一盒火柴,,,,,0,0,,,
a boy in buttons,,,侍役,,,,,0,0,,,
a boy of remarkable aptitude,,,神童,,,,,0,0,,,
a boycott of classes,,,罢课,,,,,0,0,,,
a branch of instruction in school,,,一门课程,,,,,0,0,,,
a branch of knowledge,,,一门知识,,,,,0,0,,,
a brand from the burning,,,大难得救的人,,,,,0,0,,,
a breach of close,,,非法侵入私地,,,,,0,0,,,
a breach of discipline,,,违反纪律,,,,,0,0,,,
a breach of faith,,,"失信,背约,背弃行为",,,,,0,0,,,
a breach of public security,,,扰乱治安,,,,,0,0,,,
a break camp,,,折叠帐篷,,,,,0,0,,,
a breath of life,,,必不可少的东西,,,,,0,0,,,
a breed of cat,,,"一种,一类",,,,,0,0,,,
a brick layer,,,"砌砖人,瓦工",,,,,0,0,,,
a bridge of gold,,,退路,,,,,0,0,,,
a bridle path,,,通马不通车的路,,,,,0,0,,,
a bridle trail,,,由马踏成的路,,,,,0,0,,,
a bright spark,,,"生气勃勃的人,精力充沛者,精明人,出类拔萃者",,,,,0,0,,,
a broad hint,,,明显的暗示,,,,,0,0,,,
a broad joke,,,粗俗的笑话,,,,,0,0,,,
a broad place in the road,,,小都市,,,,,0,0,,,
a broken man,,,"潦倒者,心碎的人",,,,,0,0,,,
a broken reed,,,不可靠的人,,,,,0,0,,,
a brood of chickens,,,一窝小鸡,,,,,0,0,,,
a bud of promise,,,初次展露头角的少女,,,,,0,0,,,
a bull in a china shop,,,"公牛闯入瓷器店,鲁莽的",,,,,0,0,,,
a bull session,,,"漫谈,聊天,吹牛",,,,,0,0,,,
a bum steer,,,错误的指点,,,,,0,0,,,
a bunch of,,,"一束,一串,一群",,,,,0,0,,,
a bunch of fives,,,"拳头, 手",,,,,0,0,,,
a bundle of nerves,,,神经极紧张的人,,,,,0,0,,,
a bundle of...,,,一捆/包...,,,,,0,0,,,
a burning shame,,,奇耻大辱,,,,,0,0,,,
a burst of laughter,,,一阵大笑声,,,,,0,0,,,
a bush nursery,,,临时苗圃,,,,,0,0,,,
a business doctor,,,企业顾问,,,,,0,0,,,
a business zone,,,商业区,,,,,0,0,,,
a busy signal,,,"佔线信号,忙音",,,,,0,0,,,
a cake of,,,一块…,,,,,0,0,,,
a cake of soap,,,一块肥皂,,,,,0,0,,,
a calendar year,,,"年, 历年",,,,,0,0,,,
a call loan,,,活期贷款,,,,,0,0,,,
a call of nature,,,要大小便的感觉,,,,,0,0,,,
a call to arms,,,战斗的号令,,,,,0,0,,,
a can of worms,,,复杂的问题;极度紧张不安的人,,,,,0,0,,,
a capacity house,,,客满的剧场,,,,,0,0,,,
a capella,,, 美中不足（歌曲名）,,,,,0,0,,,
a capella singing,,,[网络] 歌手唱歌,,,,,0,0,,,
a capital ship,,,主力舰,,,,,0,0,,,
a cappella,ˌæ kəˈpelə,, （音乐术语）无伴奏合唱,,,,,0,0,,,
a cappella singing,,,[网络] 无乐器伴奏的歌唱；清歌；阿卡贝拉无伴奏演唱,,,,,0,0,,,
a captive balloon,,,系留气球,,,,,0,0,,,
a captive shop,,,"内部商店,职工商店",,,,,0,0,,,
a car doctor,,,汽车修理工,,,,,0,0,,,
a car washer,,,洗车者,,,,,0,0,,,
a carbon copy,,,抄本;极相像的人,,,,,0,0,,,
a carrier pigeon,,,信鸽,,,,,0,0,,,
a case in point,,,恰当的例子,,,,,0,0,,,
a case of crabs,,,失败,,,,,0,0,,,
a case of murder,,,一桩谋杀人案,,,,,0,0,,,
a castle in the air,,,空中楼阁,,,,,0,0,,,
a casualty list,,,伤亡名单,,,,,0,0,,,
a cat fancy,,,喜欢养猫的人,,,,,0,0,,,
A cat has nine lives,,,猫有九命,,,,,0,0,,,
a cat in the meal,,,"鬼把戏,伎俩,见不得人的勾当",,,,,0,0,,,
a cat in the pan,,,叛徒,,,,,0,0,,,
a cat nap,,,"打盹,打瞌睡",,,,,0,0,,,
a catch question,,,"奇怪的问题,怪题",,,,,0,0,,,
a cattle yard,,,"放置牲畜的仓前空场, 车站旁的牲畜栏",,,,,0,0,,,
A cell,,,"[医] A细胞, α细胞",,,,,0,0,,,
a change for the better,,,好转,,,,,0,0,,,
a change of heart,,,"改变主意, 变心, 弃邪归正",,,,,0,0,,,
a change of scene,,,改换环境,,,,,0,0,,,
a change purse,,,装零钱的钱包,,,,,0,0,,,
a chapter of accidents,,,接踵而来的灾祸,,,,,0,0,,,
a chest of drawers,,,五屉橱,,,,,0,0,,,
a cheval,a ʃә'val,,"在马上, 跨",,,,,0,0,,,
a child of fortune,,,幸运儿,,,,,0,0,,,
a child of nature,,,天真的人,,,,,0,0,,,
a child of sb.'s loins,,,某人生的孩子,,,,,0,0,,,
a child of the soil,,,"农民的孩子,农民,本地出生的男子",,,,,0,0,,,
a chime of bells,,,一组编钟,,,,,0,0,,,
a chip in porridge,,,无关紧要之物,,,,,0,0,,,
a chip of the old block,,,举止酷似父亲的孩子,,,,,0,0,,,
a chip off the old block,ə tʃip ɔf ðə əuld blɔk,, 相貌[脾气]和父母一样的孩子（多指男孩）,,,,,0,0,,,
a choice of,,,各种各样可供选择的…,,,,,0,0,,,
a chose in possession,,,占有物,,,,,0,0,,,
a circular letter,,,通知,,,,,0,0,,,
a city in blackout disguise,,,实行灯火管制的城市,,,,,0,0,,,
a civil year,,,民用年,,,,,0,0,,,
a class,,,[经] 头等,,,,,0,0,,,
a classic allusion,,,典故,,,,,0,0,,,
a clay doll,,,泥娃娃,,,,,0,0,,,
a clean bill of health,,,健康证明书,,,,,0,0,,,
a clean sheet,,,清白的历史,,,,,0,0,,,
a clean sweep of,,,彻底扫除,,,,,0,0,,,
a clear anchorage,,,安全锚地,,,,,0,0,,,
a clergyman's sore throat,,,慢性喉炎,,,,,0,0,,,
a clinging vine,,,惯于依赖男人的女人,,,,,0,0,,,
a close battle,,,肉搏,,,,,0,0,,,
a close call,,,侥幸的脱险,,,,,0,0,,,
a close file,,,"吝啬鬼,小气鬼",,,,,0,0,,,
a close game,,,"比分接近的比赛, 难分胜负的比赛",,,,,0,0,,,
a close shave,,,"剃光头发, 侥幸的脱险",,,,,0,0,,,
a close thing,,,侥幸的脱险,,,,,0,0,,,
a closed book,,,"看不懂的书,天书,专业书",,,,,0,0,,,
a closing quotation,,,"收市行情,收盘",,,,,0,0,,,
a cloth of exquisite fabric,,,织工精美的布料,,,,,0,0,,,
a cluster of,,,"一簇,一丛,一群",,,,,0,0,,,
a coat of,,,一层,,,,,0,0,,,
a coat of arms,,,盾形纹章,,,,,0,0,,,
a cock of the loft,,,在小地方称王的人,,,,,0,0,,,
a cock of the walk,,,称王称霸的人,,,,,0,0,,,
a coffee mill,,,咖啡研磨机,,,,,0,0,,,
a cold cook,,,做殡仪馆生意的人,,,,,0,0,,,
a cold snap,,,"寒冷天气,寒潮",,,,,0,0,,,
a cold span,,,寒潮,,,,,0,0,,,
a cold spell,,,"寒冷气候,寒潮",,,,,0,0,,,
a collection of,,,"一批,一组",,,,,0,0,,,
a collection of china,,,一套瓷器,,,,,0,0,,,
a colony of,,,一群,,,,,0,0,,,
a coming man,,,"后来者,后起之秀,前途无量者",,,,,0,0,,,
a command post,,,指挥所,,,,,0,0,,,
a common scold,,,泼妇,,,,,0,0,,,
a common soldier,,,"列兵, 二等兵",,,,,0,0,,,
a common year,,,平年,,,,,0,0,,,
a communication net,,,"电信网,通讯网络",,,,,0,0,,,
a compelling figure,,,引人注目的人物,,,,,0,0,,,
a complimentary ticket,,,赠券,,,,,0,0,,,
a conceited pup,,,傲慢的小青年,,,,,0,0,,,
a conglomerate of,,,"一团,一群,一伙",,,,,0,0,,,
a considerable amount of,,,"相当多的,相当大量的…",,,,,0,0,,,
a conspiracy of silence,,,保持缄默的密约,,,,,0,0,,,
a convenient memory,,,只记住对自己有利的事,,,,,0,0,,,
a cooked goose,,,不可救药的人或物,,,,,0,0,,,
a cool hundred,,,百镑巨款,,,,,0,0,,,
a coon's age,,,极长的一段时间,,,,,0,0,,,
a copper captain,,,冒充有地位的人,,,,,0,0,,,
a copy desk,,,编辑部,,,,,0,0,,,
a corporate body,,,法人团体,,,,,0,0,,,
a cotton zone,,,产棉区,,,,,0,0,,,
a counsel of perfection,,,"要别人十全十美的要求, 达不到的理想",,,,,0,0,,,
a country mile,,,"很长的距离,极遥远",,,,,0,0,,,
a couple,,,一对夫妇；夫妻俩,,,1,,0,0,,,
a couple of,,,"一对..., 三两个...",,,,,0,0,,,
a couple of days,,,一两天,,,,,0,0,,,
a course of exchange,,,兑换率,,,,,0,0,,,
a covenant of salt,,,不可背弃的盟约,,,,,0,0,,,
a cow in calf,,,怀孕的母牛,,,,,0,0,,,
a crapella,,"Singing out loud while listening to music with your headphones on.  Whereas the singer gets the benefit of the music, those unfortunate to be standing nearby are subjected to an unaccompanied (and invariably crappy) rendition of the song.\n> ""I wish that guy would turn his iPod off - his a crapella version of Bohemian Rhapsody is killing me""\n",,,,,,0,0,,,
a crop of,,,"一批,一群,一大堆",,,,,0,0,,,
a cross beam,,,大梁,,,,,0,0,,,
a crowd of,,,一群,,,,,0,0,,,
a crowning victory,,,最大的胜利,,,,,0,0,,,
a crying shame,,,莫大的耻辱,,,,,0,0,,,
a cubic yard,,,一立方码,,,,,0,0,,,
a cuckoo in the nest,,,破坏他人家庭幸福的人,,,,,0,0,,,
a cup and saucer,,,一只带託盘的茶杯,,,,,0,0,,,
a cup of,,,一杯…,,,,,0,0,,,
a cup of cold water,,,施舍的象征,,,,,0,0,,,
a current account,,,往来帐,,,,,0,0,,,
a curtain lecture,,,妻子私下对丈夫的训斥,,,,,0,0,,,
a cut above,,,"高于...一等, 胜于",,,,,0,0,,,
a cut below,,,"低于...一等, 次于",,,,,0,0,,,
a cutie pie,,,"可爱的姑娘,情人",,,,,0,0,,,
a dab of,,,"一点,些许,少量",,,,,0,0,,,
a daily newspaper,,,日报,,,,,0,0,,,
a dandy of a boy,,,"漂亮的男孩,翩翩少年",,,,,0,0,,,
a danger zone,,,危险地带,,,,,0,0,,,
a dark horse,,,"黑马, 实力难测的竞争者",,,,,0,0,,,
a daughter of Momus,,,滑稽的人,,,,,0,0,,,
a day before the fair,,,"太早,过早",,,,,0,0,,,
a day off,,,休息日,,,,,0,0,,,
a dead calm,,,死一般的寂静,,,,,0,0,,,
a dead dog,,,废物,,,,,0,0,,,
a dead duck,,,(注定要)完蛋的人,,,,,0,0,,,
a dead frost,,,彻底的失败,,,,,0,0,,,
a dead heat,,,"不分胜负的赛跑,平局,旗鼓相当",,,,,0,0,,,
a dead language,,,死语言,,,,,0,0,,,
a dead lift,,,"人工硬搬, 需要全力以赴的事",,,,,0,0,,,
a dead loss,,,"净亏损,纯亏损;彻底的失败;无名之辈,不中用的人",,,,,0,0,,,
a dead marine,,,空酒瓶,,,,,0,0,,,
a dead pan,,,"毫无表情的人,毫无表情的面孔",,,,,0,0,,,
a dead past,,,已被人们遗忘的往事,,,,,0,0,,,
a dead pigeon,,,束手无策者;瓮中之鳖,,,,,0,0,,,
a dead rabbit,,,"死兔子,不值钱的东西,要不得的东西;暴徒,亡命之徒",,,,,0,0,,,
a dead season,,,淡季,,,,,0,0,,,
a dead secret,,,还未泄露的秘密,,,,,0,0,,,
a dead set,,,敌对态度,,,,,0,0,,,
a dead shot,,,神枪手,,,,,0,0,,,
a dead stop,,,"突然停止,戛然停住",,,,,0,0,,,
a deadly affront,,,莫大的侮辱,,,,,0,0,,,
a deaf nut,,,"无仁的坚果;注定要失败的计划,空想,无用物",,,,,0,0,,,
a death march,,,向着死亡的进军,,,,,0,0,,,
a debt of honour,,,赌债,,,,,0,0,,,
a decade of,,,"十个,十条,十件…",,,,,0,0,,,
a decisive battle,,,决战,,,,,0,0,,,
a declaration of goods bought abroad,,,进口物品报关单,,,,,0,0,,,
a deed of arms,,,"军功,战功",,,,,0,0,,,
a deed of covenant,,,"契据,契约书",,,,,0,0,,,
a deed to the house,,,房契,,,,,0,0,,,
a deep file,,,"骗子,老奸巨滑的人",,,,,0,0,,,
